"id","studyID","pubMedID","author","studyScore","ethnicity","cohort","title","lastUpdated"
"1356","GCST005008","28928442","Tian C 2017","151.03","European",120649,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-08"
"1357","GCST005009","28928442","Tian C 2017","151.03","European",130639,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-09"
"1358","GCST005010","28928442","Tian C 2017","151.03","European",83620,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-09"
"1359","GCST005013","28928442","Tian C 2017","151.03","European",121810,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-08"
"1360","GCST005014","28928442","Tian C 2017","151.03","European",173421,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-10"
"1361","GCST005015","28928442","Tian C 2017","151.03","European",89227,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-08"
"1362","GCST005017","28928442","Tian C 2017","151.03","European",219579,"Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.","2020-05-09"
"1363","GCST005038","29083406","Ferreira MA 2017","360.8","European",360838,"Shared genetic origin of asthma, hay fever and eczema elucidates allergic disease biology.","2020-05-10"
"1364","GCST005039","29097388","Magvanjav O 2017","1","European|Hispanic or Latin American",728,"Genetic Variants Associated With Uncontrolled Blood Pressure on Thiazide Diuretic/ß-Blocker Combination Therapy in the PEAR (Pharmacogenomic Evaluation of Antihypertensive Responses) and INVEST (International Verapamil-SR Trandolapril Study) Trials.","2020-05-08"
"1365","GCST005042","29029846","Schormair B 2017","230.796","European",428534,"Identification of novel risk loci for restless legs syndrome in genome-wide association studies in individuals of European ancestry: a meta-analysis.","2020-05-08"
"1366","GCST005044","29097723","Darlow JM 2017","4.85","European",2860,"Genome-wide linkage and association study implicates the 10q26 region as a major genetic contributor to primary nonsyndromic vesicoureteric reflux.","2020-05-09"
"1367","GCST005047","22885922","Morris AP 2012","49.2","European|South Asian",149821,"Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.","2020-05-09"
"1368","GCST005057","29123153","Lee TH 2017","0.75","East Asian",3526,"A genome-wide association study links small-vessel ischemic stroke to autophagy.","2020-05-08"
"1369","GCST005075","29058716","Milne RL 2017","420.764","European",18908,"Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.","2020-05-09"
"1370","GCST005076","29058716","Milne RL 2017","420.764","European",122062,"Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.","2020-05-08"
"1371","GCST005077","29058716","Milne RL 2017","420.764","European",140974,"Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.","2020-05-08"
"1372","GCST005078","27029810","Joshi PK 2016","183.246","European|African unspecified|African American or Afro-Caribbean|South Asian|East Asian",299843,"Variants near CHRNA3/5 and APOE have age- and sex-related effects on human lifespan.","2020-05-09"
"1373","GCST005097","29170203","Alonso N 2017","12.8","European",10683,"Identification of a novel locus on chromosome 2q13, which predisposes to clinical vertebral fractures independently of bone density.","2020-05-08"
"1374","GCST005110","29059430","Morton LM 2017","16.5","European",2213,"Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.","2020-05-09"
"1375","GCST005111","29059430","Morton LM 2017","16.5","European",2981,"Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.","2020-05-09"
"1376","GCST005112","29059430","Morton LM 2017","16.5","European",624,"Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.","2020-05-09"
"1377","GCST005156","29168253","Seielstad M 2017",NA,"European",1000,"Genomewide association study of HLA alloimmunization in previously pregnant blood donors.","2020-05-08"
"1378","GCST005158","29210060","Koster R 2017","6.7","European|Hispanic or Latin American",632,"Genome-wide association study identifies the GLDC/IL33 locus associated with survival of osteosarcoma patients.","2020-05-08"
"1379","GCST005172","29263402","Han Y 2017","2.6","East Asian|South Asian|South East Asian",11684,"Genome-wide association study identifies a missense variant at APOA5 for coronary artery disease in Multi-Ethnic Cohorts from Southeast Asia.","2020-05-08"
"1380","GCST005190","29271184","Chung GE 2017","0.5","East Asian",6290,"Genetic Polymorphisms of PNPLA3 and SAMM50 Are Associated with Nonalcoholic Fatty Liver Disease in a Korean Population.","2020-05-08"
"1381","GCST005200","29288229","McCormack M 2017","38.95","European|East Asian",705,"Genetic variation in CFH predicts phenytoin-induced maculopapular exanthema in European-descent patients.","2020-05-08"
"1382","GCST005209","29196614","Sud A 2017","116.91","European",22063,"Genome-wide association study of classical Hodgkin lymphoma identifies key regulators of disease susceptibility.","2020-05-08"
"1383","GCST005211","29196614","Sud A 2017","116.91","European",20258,"Genome-wide association study of classical Hodgkin lymphoma identifies key regulators of disease susceptibility.","2020-05-08"
"1384","GCST005212","29273806","Demenais F 2017","117.25","African unspecified|African American or Afro-Caribbean|European|East Asian|Hispanic or Latin American",142486,"Multiancestry association study identifies new asthma risk loci that colocalize with immune-cell enhancer marks.","2020-05-08"
"1385","GCST005213","29273806","Demenais F 2017","117.25","European|East Asian|Hispanic or Latin American",27375,"Multiancestry association study identifies new asthma risk loci that colocalize with immune-cell enhancer marks.","2020-05-08"
"1386","GCST005273","26284813","Hayes MG 2015","50.254","European",8535,"Genome-wide association of polycystic ovary syndrome implicates alterations in gonadotropin secretion in European ancestry populations.","2020-05-08"
"1387","GCST005276","29263008","Guerreiro R 2018","130.68","European",6197,"Investigating the genetic architecture of dementia with Lewy bodies: a two-stage genome-wide association study.","2020-05-09"
"1388","GCST005289","29379196","Fadista J 2018","2","European",6206,"Genome-wide association study of Hirschsprung disease detects a novel low-frequency variant at the RET locus.","2020-05-08"
"1389","GCST005306","29290336","Nielsen JB 2018","25.85","European",377518,"Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.","2020-05-08"
"1390","GCST005308","29385134","Kawaguchi T 2018","0.5","East Asian",8574,"Risk estimation model for nonalcoholic fatty liver disease in the Japanese using multiple genetic markers.","2020-05-08"
"1391","GCST005309","29385134","Kawaguchi T 2018","0.5","East Asian",7730,"Risk estimation model for nonalcoholic fatty liver disease in the Japanese using multiple genetic markers.","2020-05-08"
"1392","GCST005315","29348612","Wiemels JL 2018","2.25","European|Hispanic or Latin American|African American or Afro-Caribbean",23864,"GWAS in childhood acute lymphoblastic leukemia reveals novel genetic associations at chromosomes 17q12 and 8q24.21.","2020-05-08"
"1393","GCST005338","29331962","Kochi Y 2018","5.25","East Asian|European",6408,"Splicing variant of WDFY4 augments MDA5 signalling and the risk of clinically amyopathic dermatomyositis.","2020-05-08"
"1394","GCST005358","29346644","Yan Q 2018","4.35","European",7141,"Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.","2020-05-09"
"1395","GCST005359","29346644","Yan Q 2018","4.35","European",7738,"Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.","2020-05-08"
"1396","GCST005386","29391396","McElroy SL 2018","1.25","European",2209,"Bipolar disorder with binge eating behavior: a genome-wide association study implicates PRR5-ARHGAP8.","2020-05-08"
"1397","GCST005387","29391396","McElroy SL 2018","1.25","European",1629,"Bipolar disorder with binge eating behavior: a genome-wide association study implicates PRR5-ARHGAP8.","2020-05-08"
"1398","GCST005388","29452408","Shiga Y 2018","8.258","East Asian|European|Sub-Saharan African|African American or Afro-Caribbean",90220,"Genome-wide association study identifies seven novel susceptibility loci for primary open-angle glaucoma.","2020-05-08"
"1399","GCST005389","29364747","Jonsson L 2018","10.75","European",349514,"Rare and Common Variants Conferring Risk of Tooth Agenesis.","2020-05-08"
"1400","GCST005390","29364747","Jonsson L 2018","10.75","European",347261,"Rare and Common Variants Conferring Risk of Tooth Agenesis.","2020-05-08"
"1401","GCST005391","29364747","Jonsson L 2018","10.75","European",342188,"Rare and Common Variants Conferring Risk of Tooth Agenesis.","2020-05-08"
"1402","GCST005392","29364747","Jonsson L 2018","10.75","European",339154,"Rare and Common Variants Conferring Risk of Tooth Agenesis.","2020-05-08"
"1403","GCST005407","29449654","Gharahkhani P 2018","2.75","European",47154,"Analysis combining correlated glaucoma traits identifies five new risk loci for open-angle glaucoma.","2020-05-08"
"1404","GCST005413","29358691","Bonàs-Guarch S 2018","54.35","European",70127,"Re-analysis of public genetic data reveals a rare X-chromosomal variant associated with type 2 diabetes.","2020-05-08"
"1405","GCST005414","29358691","Bonàs-Guarch S 2018","54.35","East Asian|South Asian|Hispanic or Latin American|European",168420,"Re-analysis of public genetic data reveals a rare X-chromosomal variant associated with type 2 diabetes.","2020-05-08"
"1406","GCST005416","29394082","Burkart KM 2018","5.1","Hispanic or Latin American|European",12415,"A Genome-wide Association Study in Hispanics/Latinos Identifies Novel Signals for Lung Function. The Hispanic Community Health Study/Study of Latinos.","2020-05-08"
"1407","GCST005434","29422604","Klein AP 2018","103.25","European",29025,"Genome-wide meta-analysis identifies five new susceptibility loci for pancreatic cancer.","2020-05-08"
"1408","GCST005518","29432556","Brooke RJ 2018","1.5","European|African unspecified",799,"A High-risk Haplotype for Premature Menopause in Childhood Cancer Survivors Exposed to Gonadotoxic Therapy.","2020-05-08"
"1409","GCST005522","23459209","Faraco J 2013","6.1","European",12307,"ImmunoChip study implicates antigen presentation to T cells in narcolepsy.","2020-05-09"
"1410","GCST005523","22057235","Trynka G 2011","8.25","European|South Asian",24269,"Dense genotyping identifies and localizes multiple common and rare variant association signals in celiac disease.","2020-05-08"
