studyID	pubMedID	trait	reportedTrait	citation	altmetricScore	ethnicity	initialSampleSize	replicationSampleSize	title	lastUpdated
GCST003322	26732560	Ischemic Stroke	Ischemic Stroke (Large Artery Atherosclerosis)	Cheng et al. 2016	15.85	European|African American or Afro-Caribbean|South Asian	22650	NA	Genome-Wide Association Analysis of Young-Onset Stroke Identifies a Locus on Chromosome 10q25 Near HABP2.	2021-06-24
GCST003324	26732560	Ischemic Stroke	Ischemic Stroke	Cheng et al. 2016	15.85	European|African American or Afro-Caribbean|South Asian	25594	8748	Genome-Wide Association Analysis of Young-Onset Stroke Identifies a Locus on Chromosome 10q25 Near HABP2.	2021-06-24
GCST003390	26908601	Ischemic Stroke	Thrombosis	Hinds et al. 2016	20	European	258962	NA	Genome-wide association analysis of self-reported events in 6135 individuals and 252 827 controls identifies 8 loci associated with thrombosis.	2021-06-24
GCST90013688	32514122	Ischemic Stroke	Ischemic Stroke	Ishigaki et al. 2020	103.4	East Asian	210054	NA	Large-scale genome-wide association study in a Japanese population identifies novel susceptibility loci across different diseases.	2021-06-25
GCST010652	32912094	Ischemic Stroke	Early-Onset Ischemic Stroke	Jaworek et al. 2020	NA	African American or Afro-Caribbean|European	1449	NA	Exome Array Analysis of Early-Onset Ischemic Stroke.	2021-06-25
GCST005843	29531354	Ischemic Stroke	Ischemic Stroke	Malik et al. 2018	609.63	European|East Asian|South Asian|African American or Afro-Caribbean|Asian unspecified|Hispanic or Latin American	517525	NA	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	2021-06-24
GCST003257	26708676	Ischemic Stroke	Ischemic Stroke (Cardioembolic)	Pulit et al. 2015	22.9	European|African American or Afro-Caribbean|African unspecified|East Asian|Hispanic or Latin American|South Asian	36199	287272	Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.	2021-06-24
GCST003258	26708676	Ischemic Stroke	Ischemic Stroke	Pulit et al. 2015	22.9	European|African American or Afro-Caribbean|African unspecified|East Asian|Hispanic or Latin American|South Asian	49324	384429	Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.	2021-06-24
GCST003259	26708676	Ischemic Stroke	Ischemic Stroke (Large Artery Atherosclerosis)	Pulit et al. 2015	22.9	European|African American or Afro-Caribbean|African unspecified|East Asian|Hispanic or Latin American|South Asian	35188	185478	Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.	2021-06-24
GCST003260	26708676	Ischemic Stroke	Ischemic Stroke (Small Artery Occlusion)	Pulit et al. 2015	22.9	European|African American or Afro-Caribbean|African unspecified|East Asian|Hispanic or Latin American|South Asian	35658	226628	Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.	2021-06-24
GCST003261	26708676	Ischemic Stroke	Ischemic Stroke (Undetermined Subtype)	Pulit et al. 2015	22.9	European|African American or Afro-Caribbean|African unspecified|East Asian|Hispanic or Latin American	41983	264242	Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.	2021-06-24
GCST90014124	33632238	Ischemic Stroke	Cardio-Cerebrovascular Disease In Hypertension	Song et al. 2021	0.25	East Asian	16302	NA	Identification of susceptibility loci for cardiovascular disease in adults with hypertension, diabetes, and dyslipidemia.	2021-06-25
GCST90014126	33632238	Ischemic Stroke	Ischemic Stroke In Hypertension	Song et al. 2021	0.25	East Asian	16307	NA	Identification of susceptibility loci for cardiovascular disease in adults with hypertension, diabetes, and dyslipidemia.	2021-06-25
GCST90014127	33632238	Ischemic Stroke	Cardio-Cerebrovascular Disease In Diabetes Mellitus	Song et al. 2021	0.25	East Asian	5312	NA	Identification of susceptibility loci for cardiovascular disease in adults with hypertension, diabetes, and dyslipidemia.	2021-06-25
GCST90014129	33632238	Ischemic Stroke	Ischemic Stroke In Diabetes Mellitus	Song et al. 2021	0.25	East Asian	5314	NA	Identification of susceptibility loci for cardiovascular disease in adults with hypertension, diabetes, and dyslipidemia.	2021-06-25
GCST90014130	33632238	Ischemic Stroke	Cardio-Cerebrovascular Disease In Dyslipidemia	Song et al. 2021	0.25	East Asian	20766	NA	Identification of susceptibility loci for cardiovascular disease in adults with hypertension, diabetes, and dyslipidemia.	2021-06-25
GCST90014132	33632238	Ischemic Stroke	Ischemic Stroke In Dyslipidemia	Song et al. 2021	0.25	East Asian	20769	NA	Identification of susceptibility loci for cardiovascular disease in adults with hypertension, diabetes, and dyslipidemia.	2021-06-25
GCST010836	29930801	Ischemic Stroke	Ischemic Stroke	Yamada et al. 2018	NA	East Asian	6224	NA	Identification of nine genes as novel susceptibility loci for early-onset ischemic stroke, intracerebral hemorrhage, or subarachnoid hemorrhage.	2021-06-24
GCST001745	23160099	Isolated Scaphocephaly	Sagittal Craniosynostosis	Justice et al. 2012	21.75	European	130	720	A genome-wide association study identifies susceptibility loci for nonsyndromic sagittal craniosynostosis near BMP2 and within BBS9.	2021-06-24
GCST006053	26362759	Juvenile Dermatomyositis	Dermatomyositis Or Juvenile Dermatomyositis	Rothwell et al. 2015	12.85	European	16530	NA	Dense genotyping of immune-related loci in idiopathic inflammatory myopathies confirms HLA alleles as the strongest genetic risk factor and suggests different genetic background for major clinical subgroups.	2021-06-28
GCST003424	27005825	Juvenile Idiopathic Arthritis	Arthritis (Juvenile Idiopathic)	Finkel et al. 2016	0.25	European	2888	7778	Variants in CXCR4 associate with juvenile idiopathic arthritis susceptibility.	2021-06-24
GCST90010715	33106285	Juvenile Idiopathic Arthritis	Arthritis (Juvenile Idiopathic)	López-Isac et al. 2020	15.45	European	12501	18637	Combined genetic analysis of juvenile idiopathic arthritis clinical subtypes identifies novel risk loci, target genes and key regulatory mechanisms.	2021-06-24
GCST001417	22354554	Juvenile Idiopathic Arthritis	Arthritis (Juvenile Idiopathic)	Thompson et al. 2012	3.25	European	3872	8754	Genome-wide association analysis of juvenile idiopathic arthritis identifies a new susceptibility locus at chromosomal region 3q13.	2021-06-24
GCST007948	31020675	Kanno Antigen Measurement	Kanno Antigen Negativity	Omae et al. 2019	11.85	East Asian	419	NA	Integrative genome analysis identified the KANNO blood group antigen as prion protein.	2021-06-24
GCST90013715	32514122	Keloid	Keloid	Ishigaki et al. 2020	103.4	East Asian	212453	NA	Large-scale genome-wide association study in a Japanese population identifies novel susceptibility loci across different diseases.	2021-06-25
GCST000773	20711176	Keloid	Keloid	Nakashima et al. 2010	NA	East Asian	1084	2892	A genome-wide association study identifies four susceptibility loci for keloid in the Japanese population.	2021-06-24
GCST008870	31174203	Keratinocyte Carcinoma	Keratinocyte Cancer (Mtag)	Liyanage et al. 2019	47.78	European	358840	NA	Combined analysis of keratinocyte cancers identifies novel genome-wide loci.	2021-06-24
GCST008607	30476138	Ketonuria	Ketonuria	Benonisdottir et al. 2019	2.5	European	136698	NA	Sequence variants associating with urinary biomarkers.	2021-06-24
GCST008608	30476138	Ketonuria	Ketonuria (Moderate To Severe)	Benonisdottir et al. 2019	2.5	European	117371	NA	Sequence variants associating with urinary biomarkers.	2021-06-24
GCST008609	30476138	Ketonuria	Ketonuria (Mild)	Benonisdottir et al. 2019	2.5	European	114895	NA	Sequence variants associating with urinary biomarkers.	2021-06-24
GCST004806	28679651	Kidney Amyloid Deposition Measurement	Immunoglobulin Light Chain (Al) Amyloidosis (Heart And Kidney Involvement)	Meziane et al. 2017	1.75		426	NA	Genome-wide association study of clinical parameters in immunoglobulin light chain amyloidosis in three patient cohorts.	2021-06-24
GCST004812	28679651	Kidney Amyloid Deposition Measurement	Immunoglobulin Light Chain (Al) Amyloidosis (Kidney Involvement)	Meziane et al. 2017	1.75		844	NA	Genome-wide association study of clinical parameters in immunoglobulin light chain amyloidosis in three patient cohorts.	2021-06-28
GCST90011818	32887889	Kidney Cancer	Kidney Cancer	Rashkin et al. 2020	30.1	European	411688	NA	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	2021-06-25
GCST002913	25985088	Lachrymal Gland Lesion	Lachrymal/Salivary Gland Lesion In Type 1 Autoimmune Pancreatitis	Oguchi et al. 2015	0.25	East Asian	103	NA	Investigation of susceptibility genes triggering lachrymal/salivary gland lesion complications in Japanese patients with type 1 autoimmune pancreatitis.	2021-06-24
GCST007334	30514930	Language Impairment	Alzheimer's Disease With Language Domain Impairment	Mukherjee et al. 2018	164.406	European	3957	NA	Genetic data and cognitively defined late-onset Alzheimer's disease subgroups.	2021-06-24
GCST006152	29724592	Language Impairment	Language Impairment In Frontotemporal Lobe Dementia	Pottier et al. 2018	31	European	382	NA	Potential genetic modifiers of disease risk and age at onset in patients with frontotemporal lobar degeneration and GRN mutations: a genome-wide association study.	2021-06-24
GCST003322	26732560	Large Artery Stroke	Ischemic Stroke (Large Artery Atherosclerosis)	Cheng et al. 2016	15.85	European|African American or Afro-Caribbean|South Asian	22650	NA	Genome-Wide Association Analysis of Young-Onset Stroke Identifies a Locus on Chromosome 10q25 Near HABP2.	2021-06-24
GCST002288	24262325	Large Artery Stroke	Large Artery Stroke	Dichgans et al. 2013	9.1		51326	NA	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	2021-06-24
GCST007991	28265093	Large Artery Stroke	Large Artery Stroke	Malik et al. 2017	21.52	European|South Asian	12524	NA	Common coding variant in SERPINA1 increases the risk for large artery stroke.	2021-06-24
GCST005840	29531354	Large Artery Stroke	Ischemic Stroke (Large Artery Atherosclerosis)	Malik et al. 2018	609.63	European|East Asian|South Asian|African American or Afro-Caribbean|Asian unspecified|Hispanic or Latin American	463872	NA	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	2021-06-24
GCST003259	26708676	Large Artery Stroke	Ischemic Stroke (Large Artery Atherosclerosis)	Pulit et al. 2015	22.9	European|African American or Afro-Caribbean|African unspecified|East Asian|Hispanic or Latin American|South Asian	35188	185478	Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.	2021-06-24
GCST010285	32276964	Laryngeal Squamous Cell Carcinoma	Hypopharyngeal Or Laryngeal Cancer	Shete et al. 2020	1	European	4887	3527	A genome-wide association study identifies two novel susceptible regions for squamous cell carcinoma of the head and neck.	2021-06-25
GCST007511	30820047	Late-Onset Alzheimers Disease	Alzheimer's Disease (Late Onset)	Kunkle et al. 2019	341.646	European	63926	30511	Genetic meta-analysis of diagnosed Alzheimer's disease identifies new risk loci and implicates Aβ, tau, immunity and lipid processing.	2021-06-24
GCST005549	28714976	Late-Onset Alzheimers Disease	Alzheimer's Disease (Late Onset)	Sims et al. 2017	650.992	European	34174	50959	Rare coding variants in PLCG2, ABI3, and TREM2 implicate microglial-mediated innate immunity in Alzheimer's disease.	2021-06-24
GCST003251	26562150	Late-Onset Myasthenia Gravis	Late-Onset Myasthenia Gravis	Seldin et al. 2015	1.25	European	2660	NA	Genome-wide Association Study of Late-Onset Myasthenia Gravis: Confirmation of TNFRSF11A, and Identification of ZBTB10 and Three Distinct HLA Associations.	2021-06-24
GCST007245	30254083	Latent Autoimmune Diabetes In Adults	Latent Autoimmune Diabetes	Cousminer et al. 2018	63.35	European	8581	2009	First Genome-Wide Association Study of Latent Autoimmune Diabetes in Adults Reveals Novel Insights Linking Immune and Metabolic Diabetes.	2021-06-24
GCST007247	30254083	Latent Autoimmune Diabetes In Adults	Latent Autoimmune Diabetes Vs. Type 1 Diabetes	Cousminer et al. 2018	63.35	European	3423	NA	First Genome-Wide Association Study of Latent Autoimmune Diabetes in Adults Reveals Novel Insights Linking Immune and Metabolic Diabetes.	2021-06-28
GCST004813	28775256	Laterality Measurement	Laterality In Neovascular Age-Related Macular Degeneration	Kawashima-Kumagai et al. 2017	1	East Asian|Asian unspecified	1124	270	A genome-wide association study identified a novel genetic loci STON1-GTF2A1L/LHCGR/FSHR for bilaterality of neovascular age-related macular degeneration.	2021-06-24
GCST010457	32421744	Leprosy	Leprosy	Gzara et al. 2020	1.25	South East Asian	1749	1869	Family-based genome-wide association study of leprosy in Vietnam.	2021-06-25
GCST002772	25642632	Leprosy	Leprosy	Liu et al. 2015	60.2	East Asian	8060	16270	Discovery of six new susceptibility loci and analysis of pleiotropic effects in leprosy.	2021-06-24
GCST004009	27976721	Leprosy	Leprosy	Wang et al. 2016	5.1	East Asian	6316	17450	A large-scale genome-wide association and meta-analysis identified four novel susceptibility loci for leprosy.	2021-06-24
GCST000546	20018961	Leprosy	Leprosy	Zhang et al. 2009	43.772	East Asian	1931	9209	Genomewide association study of leprosy.	2021-06-25
GCST001292	22019778	Leprosy	Leprosy	Zhang et al. 2011	2.35	East Asian	6287	8600	Identification of two new loci at IL23R and RAB32 that influence susceptibility to leprosy.	2021-06-24
GCST005578	29596498	Leukocyte Count	Low White Blood Cell Count (Conditioned On Rs2814778)	Charles et al. 2018	0.5	African American or Afro-Caribbean	1178	NA	Analyses of genome wide association data, cytokines, and gene expression in African-Americans with benign ethnic neutropenia.	2021-06-24
GCST005579	29596498	Leukocyte Count	Low White Blood Cell Count	Charles et al. 2018	0.5	African American or Afro-Caribbean	1997	NA	Analyses of genome wide association data, cytokines, and gene expression in African-Americans with benign ethnic neutropenia.	2021-06-24
GCST003603	27558924	Leukopenia	Thiopurine-Induced Leukopenia In Inflammatory Bowel Disease	Kim et al. 2016	5.85	East Asian	267	767	A coding variant in FTO confers susceptibility to thiopurine-induced leukopenia in East Asian patients with IBD.	2021-06-24
GCST001175	21799462	Leukopenia	Epirubicin-Induced Leukopenia	Srinivasan et al. 2011	0.5	East Asian	270	48	Genome-wide association study of epirubicin-induced leukopenia in Japanese patients.	2021-06-24
GCST007229	25108385	Leukopenia	Thiopurine-Induced Early Leukopenia In Crohn's Disease	Yang et al. 2014	36.6	East Asian	340	358	A common missense variant in NUDT15 confers susceptibility to thiopurine-induced leukopenia.	2021-06-24
GCST005276	29263008	Lewy Body Dementia	Dementia With Lewy Bodies	Guerreiro et al. 2018	128.48	European	5007	1190	Investigating the genetic architecture of dementia with Lewy bodies: a two-stage genome-wide association study.	2021-06-24
GCST002778	25663231	Lewy Body Measurement	Parkinson Disease And Lewy Body Pathology	Beecham et al. 2015	1.75	European	1629	NA	PARK10 is a major locus for sporadic neuropathologically confirmed Parkinson disease.	2021-06-24
GCST004265	28358823	Ligament Rupture	Anterior Cruciate Ligament Rupture	Kim et al. 2017	5.5	European|Hispanic or Latin American|East Asian	99342	NA	Genome-wide association screens for Achilles tendon and ACL tears and tendinopathy.	2021-06-24
