"studyID","pubMedID","trait","citation","studyScore","ethnicity","cohort","title","lastUpdated"
"GCST009700","31888951","obesity","Schlauch KA 2020",NA,"Asian unspecified|European|Hispanic or Latin American|Native American|Oceanian",2996,"A Comprehensive Genome-Wide and Phenome-Wide Examination of BMI and Obesity in a Northern Nevadan Cohort.","2020-05-10"
"GCST002682","25158072","obsessive-compulsive disorder","Yu D 2014","14.45","European",8680,"Cross-disorder genome-wide analyses suggest a complex genetic relationship between Tourette's syndrome and OCD.","2020-05-08"
"GCST003012","25325441","obstructive sleep apnea","Baik I 2015",NA,"East Asian",470,"Associations of Sleep Apnea, NRG1 Polymorphisms, Alcohol Consumption, and Cerebral White Matter Hyperintensities: Analysis with Genome-Wide Association Data.","2020-05-08"
"GCST005528","23603761","oligoarticular juvenile idiopathic arthritis","Hinks A 2013","4.25","European",15872,"Dense genotyping of immune-related disease regions identifies 14 new susceptibility loci for juvenile idiopathic arthritis.","2020-05-08"
"GCST000793","20835238","open-angle glaucoma","Thorleifsson G 2010","20.386","European",40389,"Common variants near CAV1 and CAV2 are associated with primary open-angle glaucoma.","2020-05-07"
"GCST001441","22428042","open-angle glaucoma","Nakano M 2012","8.696","East Asian",2219,"Common variants in CDKN2B-AS1 associated with optic-nerve vulnerability of glaucoma identified by genome-wide association studies in Japanese.","2020-05-07"
"GCST001451","22419738","open-angle glaucoma","Osman W 2012","0.5","East Asian",17007,"A genome-wide association study in the Japanese population confirms 9p21 and 14q23 as susceptibility loci for primary open angle glaucoma.","2020-05-09"
"GCST001493","22570617","open-angle glaucoma","Wiggs JL 2012","26.636","European",6633,"Common variants at 9p21 and 8q22 are associated with increased susceptibility to optic nerve degeneration in glaucoma.","2020-05-09"
"GCST002581","25173107","open-angle glaucoma","Chen Y 2014","40.804","East Asian",5348,"Common variants near ABCA1 and in PMM2 are associated with primary open-angle glaucoma.","2020-05-08"
"GCST002582","25173105","open-angle glaucoma","Gharahkhani P 2014","54.554","European",16121,"Common variants near ABCA1, AFAP1 and GMDS confer risk of primary open-angle glaucoma.","2020-05-08"
"GCST003342","26752265","open-angle glaucoma","Bailey JN 2016","133.278","European|East Asian",49749,"Genome-wide association analysis identifies TXNRD2, ATXN2 and FOXC1 as susceptibility loci for primary open-angle glaucoma.","2020-05-08"
"GCST003446","27001270","open-angle glaucoma","Vishal M 2016","0.5","South Asian",1317,"Genetic association and stress mediated down-regulation in trabecular meshwork implicates MPP7 as a novel candidate gene in primary open angle glaucoma.","2020-05-08"
"GCST005388","29452408","open-angle glaucoma","Shiga Y 2018","8.258","East Asian|European|Sub-Saharan African|African American or Afro-Caribbean",90220,"Genome-wide association study identifies seven novel susceptibility loci for primary open-angle glaucoma.","2020-05-08"
"GCST005407","29449654","open-angle glaucoma","Gharahkhani P 2018","2.75","European",47154,"Analysis combining correlated glaucoma traits identifies five new risk loci for open-angle glaucoma.","2020-05-08"
"GCST006065","29891935","open-angle glaucoma","Choquet H 2018","1.25","European|Hispanic or Latin American|East Asian|African American or Afro-Caribbean|South Asian|African unspecified|Other admixed ancestry",240302,"A multiethnic genome-wide association study of primary open-angle glaucoma identifies novel risk loci.","2020-05-09"
"GCST006066","29891935","open-angle glaucoma","Choquet H 2018","1.25","European|Hispanic or Latin American|East Asian|African American or Afro-Caribbean|South Asian|African unspecified|Other admixed ancestry",240302,"A multiethnic genome-wide association study of primary open-angle glaucoma identifies novel risk loci.","2020-05-09"
"GCST006067","29891935","open-angle glaucoma","Choquet H 2018","1.25","European|Hispanic or Latin American|East Asian|African American or Afro-Caribbean|South Asian|African unspecified|Other admixed ancestry",240302,"A multiethnic genome-wide association study of primary open-angle glaucoma identifies novel risk loci.","2020-05-09"
"GCST007199","30317457","open-angle glaucoma","Bonnemaijer PWM 2018","9.25","Sub-Saharan African|African American or Afro-Caribbean|Other admixed ancestry",12070,"Genome-wide association study of primary open-angle glaucoma in continental and admixed African populations.","2020-05-09"
"GCST008391","25861811","open-angle glaucoma","Li Z 2015","4.6","East Asian|African American or Afro-Caribbean|South Asian|Greater Middle Eastern (Middle Eastern North African or Persian)|European|South East Asian",49203,"A common variant near TGFBR3 is associated with primary open angle glaucoma.","2020-05-08"
"GCST009245","31688885","open-angle glaucoma","Genetics of Glaucoma in People of African Descent (GGLAD) Consortium 2019","70.1","African American or Afro-Caribbean|African unspecified|Hispanic or Latin American|Greater Middle Eastern (Middle Eastern North African or Persian)|Sub-Saharan African",26219,"Association of Genetic Variants With Primary Open-Angle Glaucoma Among Individuals With African Ancestry.","2020-05-10"
"GCST003614","26239289","opioid dependence","Nelson EC 2015","17.25","European",2637,"Evidence of CNIH3 involvement in opioid dependence.","2020-05-08"
"GCST009796","31936517","Opioid use measurement","Cox JW 2020","0.75","African American or Afro-Caribbean|European",4049,"Genome-Wide Association Study of Opioid Cessation.","2020-05-10"
"GCST003857","27749845","oral cavity cancer","Lesseur C 2016","97.5","European",12619,"Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.","2020-05-08"
"GCST003858","27749845","oral cavity cancer","Lesseur C 2016","97.5","European",9575,"Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.","2020-05-08"
"GCST007839","30837455","oral ulcer","Dudding T 2019","72.83","European",806850,"Genome wide analysis for mouth ulcers identifies associations at immune regulatory loci.","2020-05-10"
"GCST003859","27749845","oropharynx cancer","Lesseur C 2016","97.5","European",9226,"Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer.","2020-05-08"
"GCST002545","25064007","ossification of the posterior longitudinal ligament of the spine","Nakajima M 2014","9.5","East Asian",14939,"A genome-wide association study identifies susceptibility loci for ossification of the posterior longitudinal ligament of the spine.","2020-05-08"
"GCST000672","20436471","osteitis deformans","Albagha OM 2010","16","European",2437,"Genome-wide association study identifies variants at CSF1, OPTN and TNFRSF11A as genetic risk factors for Paget's disease of bone.","2020-05-07"
"GCST001086","21623375","osteitis deformans","Albagha OM 2011","1.25","European",6585,"Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.","2020-05-09"
"GCST000558","20112360","osteoarthritis","Kerkhof HJ 2010","0.5","European|Other",57530,"A genome-wide association study identifies an osteoarthritis susceptibility locus on chromosome 7q22.","2020-05-07"
"GCST000869","21068099","osteoarthritis","Evangelou E 2010",NA,"European|East Asian",53576,"Meta-analysis of genome-wide association studies confirms a susceptibility locus for knee osteoarthritis on chromosome 7q22.","2020-05-07"
"GCST001209","21871595","osteoarthritis","Day-Williams AG 2011","0.75","European",43545,"A variant in MCF2L is associated with osteoarthritis.","2020-05-07"
"GCST001592","22763110","osteoarthritis","Zeggini E 2012","38.2","European",68830,"Identification of new susceptibility loci for osteoarthritis (arcOGEN): a genome-wide association study.","2020-05-09"
"GCST002155","23989986","osteoarthritis","Evangelou E 2013","9.5","European",79135,"A meta-analysis of genome-wide association studies identifies novel variants associated with osteoarthritis of the hip.","2020-05-08"
"GCST002410","24728293","osteoarthritis","Styrkarsdottir U 2014","42.65","European",78162,"Severe osteoarthritis of the hand associates with common variants within the ALDH1A2 gene and with rare variants at 1p31.","2020-05-07"
"GCST005811","29559693","osteoarthritis","Zengini E 2018","92.496","European",63556,"Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis.","2020-05-09"
"GCST005814","29559693","osteoarthritis","Zengini E 2018","92.496","European",314870,"Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis.","2020-05-09"
"GCST007093","30664745","osteoarthritis","Tachmazidou I 2019","206.25","European",455221,"Identification of new therapeutic targets for osteoarthritis through genome-wide analyses of UK Biobank data.","2020-05-09"
"GCST005571","29436472","osteoarthritis, hip","Casalone E 2018","2.25","European",122717,"A novel variant in GLIS3 is associated with osteoarthritis.","2020-05-08"
"GCST005572","29436472","osteoarthritis, hip","Casalone E 2018","2.25","European",23931,"A novel variant in GLIS3 is associated with osteoarthritis.","2020-05-08"
"GCST005573","29436472","osteoarthritis, hip","Casalone E 2018","2.25","European",78909,"A novel variant in GLIS3 is associated with osteoarthritis.","2020-05-08"
"GCST005810","29559693","osteoarthritis, hip","Zengini E 2018","92.496","European",217124,"Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis.","2020-05-09"
"GCST005812","29559693","osteoarthritis, hip","Zengini E 2018","92.496","European",42598.421,"Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis.","2020-05-09"
"GCST006926","30374069","osteoarthritis, hip","Styrkarsdottir U 2018","16.45","European",613790,"Meta-analysis of Icelandic and UK data sets identifies missense variants in SMO, IL11, COL11A1 and 13 more new loci associated with osteoarthritis.","2020-05-09"
"GCST007091","30664745","osteoarthritis, hip","Tachmazidou I 2019","206.25","European",393873,"Identification of new therapeutic targets for osteoarthritis through genome-wide analyses of UK Biobank data.","2020-05-10"
"GCST007092","30664745","osteoarthritis, hip","Tachmazidou I 2019","206.25","European",417596,"Identification of new therapeutic targets for osteoarthritis through genome-wide analyses of UK Biobank data.","2020-05-09"
"GCST000629","20305777","osteoarthritis, knee","Nakajima M 2010",NA,"East Asian|European",6693,"New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study.","2020-05-07"
"GCST003820","27696742","osteoarthritis, knee","Yau MS 2016","1.75","European",7066,"Genome-Wide Association Study of Radiographic Knee Osteoarthritis in North American Caucasians.","2020-05-08"
"GCST004881","28916551","osteoarthritis, knee","Liu Y 2017","0.5","African American or Afro-Caribbean",1217,"Genetic Determinants of Radiographic Knee Osteoarthritis in African Americans.","2020-05-08"
"GCST005574","29436472","osteoarthritis, knee","Casalone E 2018","2.25","European",23602,"A novel variant in GLIS3 is associated with osteoarthritis.","2020-05-08"
"GCST005813","29559693","osteoarthritis, knee","Zengini E 2018","92.496","European",199810,"Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis.","2020-05-09"
"GCST006925","30374069","osteoarthritis, knee","Styrkarsdottir U 2018","16.45","European",586030,"Meta-analysis of Icelandic and UK data sets identifies missense variants in SMO, IL11, COL11A1 and 13 more new loci associated with osteoarthritis.","2020-05-10"
"GCST007090","30664745","osteoarthritis, knee","Tachmazidou I 2019","206.25","European",403124,"Identification of new therapeutic targets for osteoarthritis through genome-wide analyses of UK Biobank data.","2020-05-10"
"GCST000209","18594024","osteonecrosis","Sarasquete ME 2008","10","European",87,"Bisphosphonate-related osteonecrosis of the jaw is associated with polymorphisms of the cytochrome P450 CYP2C8 in multiple myeloma: a genome-wide single nucleotide polymorphism analysis.","2020-05-07"
